,measure,sex,age,cause,year,val.Number,val.Percent
97741,Prevalence,Both,Early Neonatal,Ischemic heart disease,2017,0,0
97745,Prevalence,Male,Late Neonatal,Ischemic heart disease,2017,0,0
97746,Prevalence,Female,Late Neonatal,Ischemic heart disease,2017,0,0
97747,Prevalence,Both,Late Neonatal,Ischemic heart disease,2017,0,0
97751,Prevalence,Male,Post Neonatal,Ischemic heart disease,2017,0,0
97752,Prevalence,Female,Post Neonatal,Ischemic heart disease,2017,0,0
97753,Prevalence,Both,Post Neonatal,Ischemic heart disease,2017,0,0
97757,Prevalence,Male,1 to 4,Ischemic heart disease,2017,0,0
97758,Prevalence,Female,1 to 4,Ischemic heart disease,2017,0,0
97759,Prevalence,Both,1 to 4,Ischemic heart disease,2017,0,0
97763,Prevalence,Male,5 to 9,Ischemic heart disease,2017,0,0
97764,Prevalence,Female,5 to 9,Ischemic heart disease,2017,0,0
97765,Prevalence,Both,5 to 9,Ischemic heart disease,2017,0,0
97769,Prevalence,Male,10 to 14,Ischemic heart disease,2017,0,0
97770,Prevalence,Female,10 to 14,Ischemic heart disease,2017,0,0
97771,Prevalence,Both,10 to 14,Ischemic heart disease,2017,0,0
97775,Prevalence,Male,15 to 19,Ischemic heart disease,2017,244.98833157,0.0001317339
97776,Prevalence,Female,15 to 19,Ischemic heart disease,2017,205.761292482,0.000110591
97777,Prevalence,Both,15 to 19,Ischemic heart disease,2017,450.749624051,0.0001211575
97781,Prevalence,Male,20 to 24,Ischemic heart disease,2017,746.248384423,0.0004223443
97782,Prevalence,Female,20 to 24,Ischemic heart disease,2017,636.898349562,0.0003525028
97783,Prevalence,Both,20 to 24,Ischemic heart disease,2017,1383.14673399,0.0003870264
97787,Prevalence,Male,25 to 29,Ischemic heart disease,2017,1616.52848414,0.0008883914
97788,Prevalence,Female,25 to 29,Ischemic heart disease,2017,1330.01761641,0.0006970572
97789,Prevalence,Both,25 to 29,Ischemic heart disease,2017,2946.54610054,0.0007904507
97793,Prevalence,Male,30 to 34,Ischemic heart disease,2017,3508.58203257,0.0018461245
97794,Prevalence,Female,30 to 34,Ischemic heart disease,2017,2612.94851833,0.0012970444
97795,Prevalence,Both,30 to 34,Ischemic heart disease,2017,6121.53055091,0.0015635807
97799,Prevalence,Male,35 to 39,Ischemic heart disease,2017,7891.12331121,0.0040213432
97800,Prevalence,Female,35 to 39,Ischemic heart disease,2017,5065.85157104,0.0024684006
97801,Prevalence,Both,35 to 39,Ischemic heart disease,2017,12956.9748823,0.00322746
97805,Prevalence,Male,40 to 44,Ischemic heart disease,2017,17233.2277971,0.0083638721
97806,Prevalence,Female,40 to 44,Ischemic heart disease,2017,9915.4740598,0.0046811671
97807,Prevalence,Both,40 to 44,Ischemic heart disease,2017,27148.7018569,0.0064970669
97811,Prevalence,Male,45 to 49,Ischemic heart disease,2017,32939.9074388,0.0152893204
97812,Prevalence,Female,45 to 49,Ischemic heart disease,2017,17789.3285364,0.008004069
97813,Prevalence,Both,45 to 49,Ischemic heart disease,2017,50729.2359752,0.0115899959
97817,Prevalence,Male,50 to 54,Ischemic heart disease,2017,54661.931547,0.0257031989
97818,Prevalence,Female,50 to 54,Ischemic heart disease,2017,28150.1142645,0.012712539
97819,Prevalence,Both,50 to 54,Ischemic heart disease,2017,82812.0458115,0.0190766341
97823,Prevalence,Male,55 to 59,Ischemic heart disease,2017,82691.4615118,0.0411063293
97824,Prevalence,Female,55 to 59,Ischemic heart disease,2017,41013.7091363,0.0192578159
97825,Prevalence,Both,55 to 59,Ischemic heart disease,2017,123705.170648,0.0298706088
97829,Prevalence,Male,60 to 64,Ischemic heart disease,2017,117125.388363,0.0619179218
97830,Prevalence,Female,60 to 64,Ischemic heart disease,2017,58556.8339558,0.0284158289
97831,Prevalence,Both,60 to 64,Ischemic heart disease,2017,175682.222318,0.0444502282
97835,Prevalence,Male,65 to 69,Ischemic heart disease,2017,168666.34513,0.0933857462
97836,Prevalence,Female,65 to 69,Ischemic heart disease,2017,89156.0958714,0.044421297
97837,Prevalence,Both,65 to 69,Ischemic heart disease,2017,257822.441001,0.067613461
97841,Prevalence,Male,70 to 74,Ischemic heart disease,2017,160067.092325,0.1245402149
97842,Prevalence,Female,70 to 74,Ischemic heart disease,2017,94819.8618829,0.0640729027
97843,Prevalence,Both,70 to 74,Ischemic heart disease,2017,254886.954208,0.0921787147
97847,Prevalence,Male,75 to 79,Ischemic heart disease,2017,148001.539803,0.156493321
97848,Prevalence,Female,75 to 79,Ischemic heart disease,2017,103956.540919,0.0866963472
97849,Prevalence,Both,75 to 79,Ischemic heart disease,2017,251958.080723,0.1174725538
97853,Prevalence,Male,80 plus,Ischemic heart disease,2017,249350.02447,0.1779775295
97854,Prevalence,Female,80 plus,Ischemic heart disease,2017,273964.47958,0.1078936403
97855,Prevalence,Both,80 plus,Ischemic heart disease,2017,523314.50405,0.132813245
97859,Prevalence,Male,All Ages,Ischemic heart disease,2017,1044744.38893,0.0354991278
97860,Prevalence,Female,All Ages,Ischemic heart disease,2017,727173.915554,0.022641521
97861,Prevalence,Both,All Ages,Ischemic heart disease,2017,1771918.30448,0.0287896334
97865,Prevalence,Male,5-14 years,Ischemic heart disease,2017,0,0
97866,Prevalence,Female,5-14 years,Ischemic heart disease,2017,0,0
97867,Prevalence,Both,5-14 years,Ischemic heart disease,2017,0,0
97871,Prevalence,Male,15-49 years,Ischemic heart disease,2017,64180.6057797,0.0047455178
97872,Prevalence,Female,15-49 years,Ischemic heart disease,2017,37556.279944,0.0026858444
97873,Prevalence,Both,15-49 years,Ischemic heart disease,2017,101736.885724,0.0036985068
97877,Prevalence,Male,50-69 years,Ischemic heart disease,2017,423145.126552,0.0539996418
97878,Prevalence,Female,50-69 years,Ischemic heart disease,2017,216876.753228,0.0257822884
97879,Prevalence,Both,50-69 years,Ischemic heart disease,2017,640021.87978,0.0393909898
97883,Prevalence,Male,70+ years,Ischemic heart disease,2017,557418.656599,0.1534734328
97884,Prevalence,Female,70+ years,Ischemic heart disease,2017,472740.882382,0.0905951339
97885,Prevalence,Both,70+ years,Ischemic heart disease,2017,1030159.53898,0.1163996915
97889,Prevalence,Male,Age-standardized,Ischemic heart disease,2017,NA,0.0206580949
97890,Prevalence,Female,Age-standardized,Ischemic heart disease,2017,NA,0.0105473254
97891,Prevalence,Both,Age-standardized,Ischemic heart disease,2017,NA,0.0151098606
97892,Prevalence,Male,<1 year,Ischemic heart disease,2017,0,0
97893,Prevalence,Female,<1 year,Ischemic heart disease,2017,0,0
97894,Prevalence,Both,<1 year,Ischemic heart disease,2017,0,0
97898,Prevalence,Male,80 to 84,Ischemic heart disease,2017,133922.819491,0.1794296178
97899,Prevalence,Female,80 to 84,Ischemic heart disease,2017,118350.91678,0.1058265775
97900,Prevalence,Both,80 to 84,Ischemic heart disease,2017,252273.736271,0.1352871335
97904,Prevalence,Male,85 to 89,Ischemic heart disease,2017,83528.1871226,0.1854426011
97905,Prevalence,Female,85 to 89,Ischemic heart disease,2017,97978.7167919,0.1148907598
97906,Prevalence,Both,85 to 89,Ischemic heart disease,2017,181506.903914,0.1392751674
97910,Prevalence,Male,90 to 94,Ischemic heart disease,2017,28563.4258727,0.1641457409
97911,Prevalence,Female,90 to 94,Ischemic heart disease,2017,48357.3080082,0.1072740042
97912,Prevalence,Both,90 to 94,Ischemic heart disease,2017,76920.7338809,0.1231134279
97916,Prevalence,Male,<20 years,Ischemic heart disease,2017,244.98833157,3.89085722245e-05
97917,Prevalence,Female,<20 years,Ischemic heart disease,2017,205.761292482,3.23332314467e-05
97918,Prevalence,Both,<20 years,Ischemic heart disease,2017,450.749624051,3.56026202344e-05
97922,Prevalence,Male,10 to 24,Ischemic heart disease,2017,991.236715993,0.0001851015
97923,Prevalence,Female,10 to 24,Ischemic heart disease,2017,842.659642044,0.0001561578
97924,Prevalence,Both,10 to 24,Ischemic heart disease,2017,1833.89635804,0.0001705722
97928,Prevalence,Male,95 plus,Ischemic heart disease,2017,3335.5919843,0.1104491722
97929,Prevalence,Female,95 plus,Ischemic heart disease,2017,9277.53799968,0.0791065042
97930,Prevalence,Both,95 plus,Ischemic heart disease,2017,12613.129984,0.0855247447
97934,Prevalence,Male,<70 years,Ischemic heart disease,2017,487325.732331,0.0188901261
97935,Prevalence,Female,<70 years,Ischemic heart disease,2017,254433.033172,0.0094589822
97936,Prevalence,Both,<70 years,Ischemic heart disease,2017,741758.765503,0.014076035
97940,Prevalence,Male,Under 5,Stroke,2017,0,0
97941,Prevalence,Female,Under 5,Stroke,2017,0,0
97942,Prevalence,Both,Under 5,Stroke,2017,0,0
97946,Prevalence,Male,Early Neonatal,Stroke,2017,0,0
97947,Prevalence,Female,Early Neonatal,Stroke,2017,0,0
97948,Prevalence,Both,Early Neonatal,Stroke,2017,0,0
97952,Prevalence,Male,Late Neonatal,Stroke,2017,0,0
97953,Prevalence,Female,Late Neonatal,Stroke,2017,0,0
97954,Prevalence,Both,Late Neonatal,Stroke,2017,0,0
97958,Prevalence,Male,Post Neonatal,Stroke,2017,0,0
97959,Prevalence,Female,Post Neonatal,Stroke,2017,0,0
97960,Prevalence,Both,Post Neonatal,Stroke,2017,0,0
97964,Prevalence,Male,1 to 4,Stroke,2017,0,0
97965,Prevalence,Female,1 to 4,Stroke,2017,0,0
97966,Prevalence,Both,1 to 4,Stroke,2017,0,0
97970,Prevalence,Male,5 to 9,Stroke,2017,651.816688538,0.0003994455
97971,Prevalence,Female,5 to 9,Stroke,2017,656.198542187,0.0004028692
97972,Prevalence,Both,5 to 9,Stroke,2017,1308.01523072,0.0004011666
97976,Prevalence,Male,10 to 14,Stroke,2017,916.536204127,0.0005307361
97977,Prevalence,Female,10 to 14,Stroke,2017,1350.83068007,0.0007814784
97978,Prevalence,Both,10 to 14,Stroke,2017,2267.3668842,0.0006560334
97982,Prevalence,Male,15 to 19,Stroke,2017,1319.85657406,0.0007096887
97983,Prevalence,Female,15 to 19,Stroke,2017,1838.29640322,0.000988082
97984,Prevalence,Both,15 to 19,Stroke,2017,3158.15297728,0.0008489147
97988,Prevalence,Male,20 to 24,Stroke,2017,1867.78406586,0.0010572325
97989,Prevalence,Female,20 to 24,Stroke,2017,2057.81507037,0.0011389247
97990,Prevalence,Both,20 to 24,Stroke,2017,3925.59913623,0.0010985184
97994,Prevalence,Male,25 to 29,Stroke,2017,2688.45031584,0.0014774374
97995,Prevalence,Female,25 to 29,Stroke,2017,3038.73609308,0.0015925584
97996,Prevalence,Both,25 to 29,Stroke,2017,5727.18640892,0.0015363435
98000,Prevalence,Male,30 to 34,Stroke,2017,3803.62966173,0.0020013872
98001,Prevalence,Female,30 to 34,Stroke,2017,4703.35059099,0.0023347076
98002,Prevalence,Both,30 to 34,Stroke,2017,8506.98025272,0.0021729052
98006,Prevalence,Male,35 to 39,Stroke,2017,6879.73883476,0.0035057824
98007,Prevalence,Female,35 to 39,Stroke,2017,7781.97965661,0.0037918944
98008,Prevalence,Both,35 to 39,Stroke,2017,14661.7184914,0.0036520645
98012,Prevalence,Male,40 to 44,Stroke,2017,10913.0650045,0.0052965727
98013,Prevalence,Female,40 to 44,Stroke,2017,12182.4748843,0.0057514436
98014,Prevalence,Both,40 to 44,Stroke,2017,23095.5398888,0.0055270964
98018,Prevalence,Male,45 to 49,Stroke,2017,18824.7256349,0.008737462
98019,Prevalence,Female,45 to 49,Stroke,2017,19293.3765318,0.0086806967
98020,Prevalence,Both,45 to 49,Stroke,2017,38118.1021667,0.0087086395
98024,Prevalence,Male,50 to 54,Stroke,2017,28562.7708993,0.0134307643
98025,Prevalence,Female,50 to 54,Stroke,2017,28120.3266909,0.0126990719
98026,Prevalence,Both,50 to 54,Stroke,2017,56683.0975903,0.0130575296
98030,Prevalence,Male,55 to 59,Stroke,2017,39887.0442431,0.0198280827
98031,Prevalence,Female,55 to 59,Stroke,2017,37635.1212777,0.0176714623
98032,Prevalence,Both,55 to 59,Stroke,2017,77522.1655208,0.0187190211
98036,Prevalence,Male,60 to 64,Stroke,2017,52803.7007391,0.0279145062
98037,Prevalence,Female,60 to 64,Stroke,2017,48365.4499255,0.0234701643
98038,Prevalence,Both,60 to 64,Stroke,2017,101169.150665,0.0255972701
98042,Prevalence,Male,65 to 69,Stroke,2017,68098.1801358,0.0377040289
98043,Prevalence,Female,65 to 69,Stroke,2017,59633.913757,0.0297121415
98044,Prevalence,Both,65 to 69,Stroke,2017,127732.093893,0.033497524
98048,Prevalence,Male,70 to 74,Stroke,2017,63317.0174177,0.0492638478
98049,Prevalence,Female,70 to 74,Stroke,2017,54731.3189493,0.036983724
98050,Prevalence,Both,70 to 74,Stroke,2017,118048.336367,0.0426916527
98054,Prevalence,Male,75 to 79,Stroke,2017,59297.6526188,0.0626999591
98055,Prevalence,Female,75 to 79,Stroke,2017,54719.8201778,0.0456345
98056,Prevalence,Both,75 to 79,Stroke,2017,114017.472797,0.05315932
98060,Prevalence,Male,80 plus,Stroke,2017,121775.641303,0.0869193345
98061,Prevalence,Female,80 plus,Stroke,2017,179112.005519,0.070538526
98062,Prevalence,Both,80 plus,Stroke,2017,300887.646821,0.0763630084
98066,Prevalence,Male,All Ages,Stroke,2017,481607.610341,0.016364457
98067,Prevalence,Female,All Ages,Stroke,2017,515221.014749,0.0160421436
98068,Prevalence,Both,All Ages,Stroke,2017,996828.62509,0.0161962506
98072,Prevalence,Male,5-14 years,Stroke,2017,1568.35289266,0.000466867
98073,Prevalence,Female,5-14 years,Stroke,2017,2007.02922226,0.0005977488
98074,Prevalence,Both,5-14 years,Stroke,2017,3575.38211492,0.0005322678
98078,Prevalence,Male,15-49 years,Stroke,2017,46297.2500917,0.0034232036
98079,Prevalence,Female,15-49 years,Stroke,2017,50896.0292304,0.0036398362
98080,Prevalence,Both,15-49 years,Stroke,2017,97193.279322,0.0035333234
98084,Prevalence,Male,50-69 years,Stroke,2017,189351.696017,0.0241641367
98085,Prevalence,Female,50-69 years,Stroke,2017,173754.811651,0.0206559479
98086,Prevalence,Both,50-69 years,Stroke,2017,363106.507668,0.0223478801
98090,Prevalence,Male,70+ years,Stroke,2017,244390.311339,0.0672877434
98091,Prevalence,Female,70+ years,Stroke,2017,288563.144646,0.0552996669
98092,Prevalence,Both,70+ years,Stroke,2017,532953.455985,0.0602194347
98096,Prevalence,Male,Age-standardized,Stroke,2017,NA,0.0098989917
98097,Prevalence,Female,Age-standardized,Stroke,2017,NA,0.0082038179
98098,Prevalence,Both,Age-standardized,Stroke,2017,NA,0.0089438085
98099,Prevalence,Male,<1 year,Stroke,2017,0,0
98100,Prevalence,Female,<1 year,Stroke,2017,0,0
98101,Prevalence,Both,<1 year,Stroke,2017,0,0
98105,Prevalence,Male,80 to 84,Stroke,2017,58173.3984586,0.0779406707
98106,Prevalence,Female,80 to 84,Stroke,2017,64134.8762355,0.0573479107
98107,Prevalence,Both,80 to 84,Stroke,2017,122308.274694,0.0655904018
98111,Prevalence,Male,85 to 89,Stroke,2017,41992.8830188,0.0932293029
98112,Prevalence,Female,85 to 89,Stroke,2017,62758.1912151,0.0735908576
98113,Prevalence,Both,85 to 89,Stroke,2017,104751.074234,0.0803783707
98117,Prevalence,Male,90 to 94,Stroke,2017,18249.4116169,0.104874154
98118,Prevalence,Female,90 to 94,Stroke,2017,40292.6319705,0.0893835656
98119,Prevalence,Both,90 to 94,Stroke,2017,58542.0435874,0.093697868
98123,Prevalence,Male,<20 years,Stroke,2017,2888.20946672,0.0004587403
98124,Prevalence,Female,<20 years,Stroke,2017,3845.32562547,0.0006042249
98125,Prevalence,Both,<20 years,Stroke,2017,6733.5350922,0.0005318603
98129,Prevalence,Male,10 to 24,Stroke,2017,4104.17684405,0.0007664746
98130,Prevalence,Female,10 to 24,Stroke,2017,5246.94215365,0.0009723477
98131,Prevalence,Both,10 to 24,Stroke,2017,9351.1189977,0.0008697902
98135,Prevalence,Male,95 plus,Stroke,2017,3359.9482083,0.1112557286
98136,Prevalence,Female,95 plus,Stroke,2017,11926.3060974,0.101691693
98137,Prevalence,Both,95 plus,Stroke,2017,15286.2543057,0.1036501856
98141,Prevalence,Male,<70 years,Stroke,2017,237217.299002,0.0091951818
98142,Prevalence,Female,<70 years,Stroke,2017,226657.870104,0.0084264032
98143,Prevalence,Both,<70 years,Stroke,2017,463875.169105,0.0088027577
98147,Prevalence,Male,Under 5,Hypertensive heart disease,2017,0,0
98148,Prevalence,Female,Under 5,Hypertensive heart disease,2017,0,0
98149,Prevalence,Both,Under 5,Hypertensive heart disease,2017,0,0
98153,Prevalence,Male,Early Neonatal,Hypertensive heart disease,2017,0,0
98154,Prevalence,Female,Early Neonatal,Hypertensive heart disease,2017,0,0
98155,Prevalence,Both,Early Neonatal,Hypertensive heart disease,2017,0,0
98159,Prevalence,Male,Late Neonatal,Hypertensive heart disease,2017,0,0
98160,Prevalence,Female,Late Neonatal,Hypertensive heart disease,2017,0,0
98161,Prevalence,Both,Late Neonatal,Hypertensive heart disease,2017,0,0
98165,Prevalence,Male,Post Neonatal,Hypertensive heart disease,2017,0,0
98166,Prevalence,Female,Post Neonatal,Hypertensive heart disease,2017,0,0
98167,Prevalence,Both,Post Neonatal,Hypertensive heart disease,2017,0,0
98171,Prevalence,Male,1 to 4,Hypertensive heart disease,2017,0,0
98172,Prevalence,Female,1 to 4,Hypertensive heart disease,2017,0,0
98173,Prevalence,Both,1 to 4,Hypertensive heart disease,2017,0,0
98177,Prevalence,Male,5 to 9,Hypertensive heart disease,2017,0,0
98178,Prevalence,Female,5 to 9,Hypertensive heart disease,2017,0,0
98179,Prevalence,Both,5 to 9,Hypertensive heart disease,2017,0,0
98183,Prevalence,Male,10 to 14,Hypertensive heart disease,2017,0,0
98184,Prevalence,Female,10 to 14,Hypertensive heart disease,2017,0,0
98185,Prevalence,Both,10 to 14,Hypertensive heart disease,2017,0,0
98189,Prevalence,Male,15 to 19,Hypertensive heart disease,2017,0.0613809216,3.30039202665e-08
98190,Prevalence,Female,15 to 19,Hypertensive heart disease,2017,0.0674036697,3.62231095383e-08
98191,Prevalence,Both,15 to 19,Hypertensive heart disease,2017,0.1287845913,3.46131513047e-08
98195,Prevalence,Male,20 to 24,Hypertensive heart disease,2017,19.7594086074,1.1182449051e-05
98196,Prevalence,Female,20 to 24,Hypertensive heart disease,2017,60.70826658,3.35995137044e-05
98197,Prevalence,Both,20 to 24,Hypertensive heart disease,2017,80.4676751875,2.25150163601e-05
98201,Prevalence,Male,25 to 29,Hypertensive heart disease,2017,95.6108089096,5.25480224969e-05
98202,Prevalence,Female,25 to 29,Hypertensive heart disease,2017,321.939490696,0.0001687275
98203,Prevalence,Both,25 to 29,Hypertensive heart disease,2017,417.550299606,0.0001120162
98207,Prevalence,Male,30 to 34,Hypertensive heart disease,2017,179.882138834,9.46510547926e-05
98208,Prevalence,Female,30 to 34,Hypertensive heart disease,2017,543.657847407,0.0002698683
98209,Prevalence,Both,30 to 34,Hypertensive heart disease,2017,723.539986241,0.0001848089
98213,Prevalence,Male,35 to 39,Hypertensive heart disease,2017,169.26537003,8.62537337296e-05
98214,Prevalence,Female,35 to 39,Hypertensive heart disease,2017,283.214930475,0.0001379989
98215,Prevalence,Both,35 to 39,Hypertensive heart disease,2017,452.480300506,0.0001127058
98219,Prevalence,Male,40 to 44,Hypertensive heart disease,2017,281.319492349,0.0001365295
98220,Prevalence,Female,40 to 44,Hypertensive heart disease,2017,239.728416839,0.0001131777
98221,Prevalence,Both,40 to 44,Hypertensive heart disease,2017,521.047909188,0.0001246929
98225,Prevalence,Male,45 to 49,Hypertensive heart disease,2017,800.230005074,0.0003714356
98226,Prevalence,Female,45 to 49,Hypertensive heart disease,2017,684.163808117,0.0003078333
98227,Prevalence,Both,45 to 49,Hypertensive heart disease,2017,1484.39381319,0.0003391405
98231,Prevalence,Male,50 to 54,Hypertensive heart disease,2017,1555.12258472,0.0007312428
98232,Prevalence,Female,50 to 54,Hypertensive heart disease,2017,1370.6462459,0.0006189837
98233,Prevalence,Both,50 to 54,Hypertensive heart disease,2017,2925.76883061,0.0006739812
98237,Prevalence,Male,55 to 59,Hypertensive heart disease,2017,2509.4201979,0.0012474246
98238,Prevalence,Female,55 to 59,Hypertensive heart disease,2017,2106.78653883,0.0009892412
98239,Prevalence,Both,55 to 59,Hypertensive heart disease,2017,4616.20673673,0.0011146529
98243,Prevalence,Male,60 to 64,Hypertensive heart disease,2017,4331.14887616,0.002289635
98244,Prevalence,Female,60 to 64,Hypertensive heart disease,2017,3802.471081,0.0018452127
98245,Prevalence,Both,60 to 64,Hypertensive heart disease,2017,8133.61995716,0.0020579178
98249,Prevalence,Male,65 to 69,Hypertensive heart disease,2017,7573.81061387,0.0041933831
98250,Prevalence,Female,65 to 69,Hypertensive heart disease,2017,7844.92336606,0.0039086764
98251,Prevalence,Both,65 to 69,Hypertensive heart disease,2017,15418.7339799,0.0040435308
98255,Prevalence,Male,70 to 74,Hypertensive heart disease,2017,8729.58400276,0.0067920673
98256,Prevalence,Female,70 to 74,Hypertensive heart disease,2017,10030.4077745,0.0067778749
98257,Prevalence,Both,70 to 74,Hypertensive heart disease,2017,18759.9917773,0.0067844722
98261,Prevalence,Male,75 to 79,Hypertensive heart disease,2017,9795.51929068,0.0103575199
98262,Prevalence,Female,75 to 79,Hypertensive heart disease,2017,12554.5133318,0.0104700384
98263,Prevalence,Both,75 to 79,Hypertensive heart disease,2017,22350.0326225,0.0104204237
98267,Prevalence,Male,80 plus,Hypertensive heart disease,2017,26278.2635488,0.0187565114
98268,Prevalence,Female,80 plus,Hypertensive heart disease,2017,50307.229653,0.0198121486
98269,Prevalence,Both,80 plus,Hypertensive heart disease,2017,76585.4932018,0.0194368022
98273,Prevalence,Male,All Ages,Hypertensive heart disease,2017,62318.9977196,0.0021175399
98274,Prevalence,Female,All Ages,Hypertensive heart disease,2017,90150.4581549,0.0028069851
98275,Prevalence,Both,All Ages,Hypertensive heart disease,2017,152469.455874,0.0024773091
98279,Prevalence,Male,5-14 years,Hypertensive heart disease,2017,0,0
98280,Prevalence,Female,5-14 years,Hypertensive heart disease,2017,0,0
98281,Prevalence,Both,5-14 years,Hypertensive heart disease,2017,0,0
98285,Prevalence,Male,15-49 years,Hypertensive heart disease,2017,1546.12860473,0.0001143208
98286,Prevalence,Female,15-49 years,Hypertensive heart disease,2017,2133.48016378,0.0001525753
98287,Prevalence,Both,15-49 years,Hypertensive heart disease,2017,3679.60876851,0.0001337662
98291,Prevalence,Male,50-69 years,Hypertensive heart disease,2017,15969.5022726,0.0020379407
98292,Prevalence,Female,50-69 years,Hypertensive heart disease,2017,15124.8272318,0.0017980414
98293,Prevalence,Both,50-69 years,Hypertensive heart disease,2017,31094.3295044,0.0019137423
98297,Prevalence,Male,70+ years,Hypertensive heart disease,2017,44803.3668422,0.0123356539
98298,Prevalence,Female,70+ years,Hypertensive heart disease,2017,72892.1507593,0.0139688904
98299,Prevalence,Both,70+ years,Hypertensive heart disease,2017,117695.517602,0.0132986297
98303,Prevalence,Male,Age-standardized,Hypertensive heart disease,2017,NA,0.0011425549
98304,Prevalence,Female,Age-standardized,Hypertensive heart disease,2017,NA,0.001096023
98305,Prevalence,Both,Age-standardized,Hypertensive heart disease,2017,NA,0.0011188087
98306,Prevalence,Male,<1 year,Hypertensive heart disease,2017,0,0
98307,Prevalence,Female,<1 year,Hypertensive heart disease,2017,0,0
98308,Prevalence,Both,<1 year,Hypertensive heart disease,2017,0,0
98312,Prevalence,Male,80 to 84,Hypertensive heart disease,2017,11530.3621653,0.0154483329
98313,Prevalence,Female,80 to 84,Hypertensive heart disease,2017,17801.8442946,0.0159179524
98314,Prevalence,Both,80 to 84,Hypertensive heart disease,2017,29332.20646,0.0157299862
98318,Prevalence,Male,85 to 89,Hypertensive heart disease,2017,9546.82286278,0.0211950749
98319,Prevalence,Female,85 to 89,Hypertensive heart disease,2017,18893.0605502,0.022154161
98320,Prevalence,Both,85 to 89,Hypertensive heart disease,2017,28439.883413,0.0218226821
98324,Prevalence,Male,90 to 94,Hypertensive heart disease,2017,4410.10788371,0.0253435982
98325,Prevalence,Female,90 to 94,Hypertensive heart disease,2017,11107.223412,0.0246398073
98326,Prevalence,Both,90 to 94,Hypertensive heart disease,2017,15517.3312958,0.0248358239
98330,Prevalence,Male,<20 years,Hypertensive heart disease,2017,0.0613809216,9.75033821509e-09
98331,Prevalence,Female,<20 years,Hypertensive heart disease,2017,0.0674036697,1.05926484986e-08
98332,Prevalence,Both,<20 years,Hypertensive heart disease,2017,0.1287845913,1.01735877222e-08
98336,Prevalence,Male,10 to 24,Hypertensive heart disease,2017,19.8207895291,3.70123776872e-06
98337,Prevalence,Female,10 to 24,Hypertensive heart disease,2017,60.7756702497,1.12624594952e-05
98338,Prevalence,Both,10 to 24,Hypertensive heart disease,2017,80.5964597788,7.4961607402e-06
98342,Prevalence,Male,95 plus,Hypertensive heart disease,2017,790.970636941,0.0261908505
98343,Prevalence,Female,95 plus,Hypertensive heart disease,2017,2505.10139615,0.0213601324
98344,Prevalence,Both,95 plus,Hypertensive heart disease,2017,3296.07203309,0.0223493511
98348,Prevalence,Male,<70 years,Hypertensive heart disease,2017,17515.6308774,0.0006789589
98349,Prevalence,Female,<70 years,Hypertensive heart disease,2017,17258.3073956,0.0006416099
98350,Prevalence,Both,<70 years,Hypertensive heart disease,2017,34773.9382729,0.000659893
114872,Prevalence,Male,Under 5,Chronic kidney disease,2017,1610.50801169,0.0014979511
114873,Prevalence,Female,Under 5,Chronic kidney disease,2017,1686.05619965,0.0014729611
114874,Prevalence,Both,Under 5,Chronic kidney disease,2017,3296.56421134,0.0014849633
114878,Prevalence,Male,Early Neonatal,Chronic kidney disease,2017,0.0343435934,1.57421355729e-05
114879,Prevalence,Female,Early Neonatal,Chronic kidney disease,2017,0.0353103602,1.38527566471e-05
114880,Prevalence,Both,Early Neonatal,Chronic kidney disease,2017,0.0696539536,1.46750480036e-05
114884,Prevalence,Male,Late Neonatal,Chronic kidney disease,2017,0.5045899268,7.2476095235e-05
114885,Prevalence,Female,Late Neonatal,Chronic kidney disease,2017,0.5196399362,6.67585792828e-05
114886,Prevalence,Both,Late Neonatal,Chronic kidney disease,2017,1.0242298631,6.93987369976e-05
114890,Prevalence,Male,Post Neonatal,Chronic kidney disease,2017,81.1391558147,0.0006291949
114891,Prevalence,Female,Post Neonatal,Chronic kidney disease,2017,84.2373352113,0.0005958807
114892,Prevalence,Both,Post Neonatal,Chronic kidney disease,2017,165.376491026,0.0006114626
114896,Prevalence,Male,1 to 4,Chronic kidney disease,2017,1528.82992236,0.0016323226
114897,Prevalence,Female,1 to 4,Chronic kidney disease,2017,1601.26391414,0.0016130204
114898,Prevalence,Both,1 to 4,Chronic kidney disease,2017,3130.0938365,0.0016222683
114902,Prevalence,Male,5 to 9,Chronic kidney disease,2017,4045.20411966,0.0024802174
114903,Prevalence,Female,5 to 9,Chronic kidney disease,2017,4199.39435796,0.0025790334
114904,Prevalence,Both,5 to 9,Chronic kidney disease,2017,8244.59847763,0.0025294327
114908,Prevalence,Male,10 to 14,Chronic kidney disease,2017,7224.06247432,0.0041820531
114909,Prevalence,Female,10 to 14,Chronic kidney disease,2017,7682.86165515,0.0044453274
114910,Prevalence,Both,10 to 14,Chronic kidney disease,2017,14906.9241295,0.0043135688
114914,Prevalence,Male,15 to 19,Chronic kidney disease,2017,14200.7577924,0.0076363676
114915,Prevalence,Female,15 to 19,Chronic kidney disease,2017,16438.7356118,0.0088350246
114916,Prevalence,Both,15 to 19,Chronic kidney disease,2017,30639.4934042,0.0082356181
114920,Prevalence,Male,20 to 24,Chronic kidney disease,2017,25473.888074,0.0144174517
114921,Prevalence,Female,20 to 24,Chronic kidney disease,2017,33795.6918097,0.018704214
