Data as of,Start Week,End Week,State,Condition Group,Condition,ICD10_codes,Age Group,Number of COVID-19 Deaths,Flag
08/23/2020,02/01/2020,08/22/2020,MA,Circulatory diseases,Ischemic heart disease,I20-I25,25-34,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,MA,Circulatory diseases,Ischemic heart disease,I20-I25,35-44,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,MA,Circulatory diseases,Ischemic heart disease,I20-I25,45-54,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,MA,Circulatory diseases,Ischemic heart disease,I20-I25,55-64,25,
08/23/2020,02/01/2020,08/22/2020,MA,Circulatory diseases,Ischemic heart disease,I20-I25,65-74,82,
08/23/2020,02/01/2020,08/22/2020,MA,Circulatory diseases,Ischemic heart disease,I20-I25,75-84,153,
08/23/2020,02/01/2020,08/22/2020,MA,Circulatory diseases,Ischemic heart disease,I20-I25,85+,280,
08/23/2020,02/01/2020,08/22/2020,MA,Circulatory diseases,Ischemic heart disease,I20-I25,Not stated,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,MA,Circulatory diseases,Ischemic heart disease,I20-I25,All ages,548,
08/23/2020,02/01/2020,08/22/2020,MA,Circulatory diseases,Cardiac arrest,I46,0-24,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,MA,Circulatory diseases,Cardiac arrest,I46,25-34,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,MA,Circulatory diseases,Cardiac arrest,I46,35-44,10,
08/23/2020,02/01/2020,08/22/2020,MA,Circulatory diseases,Cardiac arrest,I46,45-54,25,
08/23/2020,02/01/2020,08/22/2020,MA,Circulatory diseases,Cardiac arrest,I46,55-64,85,
08/23/2020,02/01/2020,08/22/2020,MA,Circulatory diseases,Cardiac arrest,I46,65-74,173,
08/23/2020,02/01/2020,08/22/2020,MA,Circulatory diseases,Cardiac arrest,I46,75-84,232,
08/23/2020,02/01/2020,08/22/2020,MA,Circulatory diseases,Cardiac arrest,I46,85+,345,
08/23/2020,02/01/2020,08/22/2020,MA,Circulatory diseases,Cardiac arrest,I46,Not stated,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,MA,Circulatory diseases,Cardiac arrest,I46,All ages,872,
08/23/2020,02/01/2020,08/22/2020,MA,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",0-24,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,MA,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",25-34,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,MA,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",35-44,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,MA,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",45-54,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,MA,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",55-64,22,
08/23/2020,02/01/2020,08/22/2020,MA,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",65-74,63,
08/23/2020,02/01/2020,08/22/2020,MA,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",75-84,94,
08/23/2020,02/01/2020,08/22/2020,MA,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",85+,250,
08/23/2020,02/01/2020,08/22/2020,MA,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",Not stated,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,MA,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All ages,439,
08/23/2020,02/01/2020,08/22/2020,MA,Circulatory diseases,Heart failure,I50,0-24,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,MA,Circulatory diseases,Heart failure,I50,25-34,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,MA,Circulatory diseases,Heart failure,I50,35-44,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,MA,Circulatory diseases,Heart failure,I50,45-54,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,MA,Circulatory diseases,Heart failure,I50,55-64,24,
08/23/2020,02/01/2020,08/22/2020,MA,Circulatory diseases,Heart failure,I50,65-74,77,
08/23/2020,02/01/2020,08/22/2020,MA,Circulatory diseases,Heart failure,I50,75-84,176,
08/23/2020,02/01/2020,08/22/2020,MA,Circulatory diseases,Heart failure,I50,85+,343,
08/23/2020,02/01/2020,08/22/2020,MA,Circulatory diseases,Heart failure,I50,Not stated,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,MA,Circulatory diseases,Heart failure,I50,All ages,628,
08/23/2020,02/01/2020,08/22/2020,MA,Circulatory diseases,Cerebrovascular diseases,I60-I69,0-24,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,MA,Circulatory diseases,Cerebrovascular diseases,I60-I69,25-34,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,MA,Circulatory diseases,Cerebrovascular diseases,I60-I69,35-44,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,MA,Circulatory diseases,Cerebrovascular diseases,I60-I69,45-54,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,MA,Circulatory diseases,Cerebrovascular diseases,I60-I69,55-64,35,
08/23/2020,02/01/2020,08/22/2020,MA,Circulatory diseases,Cerebrovascular diseases,I60-I69,65-74,69,
08/23/2020,02/01/2020,08/22/2020,MA,Circulatory diseases,Cerebrovascular diseases,I60-I69,75-84,82,
08/23/2020,02/01/2020,08/22/2020,MA,Circulatory diseases,Cerebrovascular diseases,I60-I69,85+,123,
08/23/2020,02/01/2020,08/22/2020,MA,Circulatory diseases,Cerebrovascular diseases,I60-I69,Not stated,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,MA,Circulatory diseases,Cerebrovascular diseases,I60-I69,All ages,318,
08/23/2020,02/01/2020,08/22/2020,MA,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",0-24,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,MA,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",25-34,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,MA,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",35-44,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,MA,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",45-54,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,MA,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",55-64,35,
08/23/2020,02/01/2020,08/22/2020,MA,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",65-74,71,
08/23/2020,02/01/2020,08/22/2020,MA,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",75-84,95,
08/23/2020,02/01/2020,08/22/2020,MA,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,146,
08/23/2020,02/01/2020,08/22/2020,MA,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",Not stated,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,MA,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All ages,362,
08/23/2020,02/01/2020,08/22/2020,MA,Sepsis,Sepsis,A40-A41,0-24,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,MA,Sepsis,Sepsis,A40-A41,25-34,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,MA,Sepsis,Sepsis,A40-A41,35-44,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,MA,Sepsis,Sepsis,A40-A41,45-54,18,
08/23/2020,02/01/2020,08/22/2020,MA,Sepsis,Sepsis,A40-A41,55-64,74,
08/23/2020,02/01/2020,08/22/2020,MA,Sepsis,Sepsis,A40-A41,65-74,119,
08/23/2020,02/01/2020,08/22/2020,MA,Sepsis,Sepsis,A40-A41,75-84,182,
08/23/2020,02/01/2020,08/22/2020,MA,Sepsis,Sepsis,A40-A41,85+,160,
08/23/2020,02/01/2020,08/22/2020,MA,Sepsis,Sepsis,A40-A41,Not stated,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,MA,Sepsis,Sepsis,A40-A41,All ages,557,
08/23/2020,02/01/2020,08/22/2020,MA,Malignant neoplasms,Malignant neoplasms,C00-C97,0-24,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,MA,Malignant neoplasms,Malignant neoplasms,C00-C97,25-34,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,MA,Malignant neoplasms,Malignant neoplasms,C00-C97,35-44,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,MA,Malignant neoplasms,Malignant neoplasms,C00-C97,45-54,11,
08/23/2020,02/01/2020,08/22/2020,MA,Malignant neoplasms,Malignant neoplasms,C00-C97,55-64,30,
08/23/2020,02/01/2020,08/22/2020,MA,Malignant neoplasms,Malignant neoplasms,C00-C97,65-74,81,
08/23/2020,02/01/2020,08/22/2020,MA,Malignant neoplasms,Malignant neoplasms,C00-C97,75-84,103,
08/23/2020,02/01/2020,08/22/2020,MA,Malignant neoplasms,Malignant neoplasms,C00-C97,85+,107,
08/23/2020,02/01/2020,08/22/2020,MA,Malignant neoplasms,Malignant neoplasms,C00-C97,Not stated,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,MA,Malignant neoplasms,Malignant neoplasms,C00-C97,All ages,333,
08/23/2020,02/01/2020,08/22/2020,MA,Diabetes,Diabetes,E10-E14,0-24,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,MA,Diabetes,Diabetes,E10-E14,25-34,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,MA,Diabetes,Diabetes,E10-E14,35-44,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,MA,Diabetes,Diabetes,E10-E14,45-54,19,
08/23/2020,02/01/2020,08/22/2020,MA,Diabetes,Diabetes,E10-E14,55-64,57,
08/23/2020,02/01/2020,08/22/2020,MA,Diabetes,Diabetes,E10-E14,65-74,135,
08/23/2020,02/01/2020,08/22/2020,MA,Diabetes,Diabetes,E10-E14,75-84,182,
08/23/2020,02/01/2020,08/22/2020,MA,Diabetes,Diabetes,E10-E14,85+,252,
08/23/2020,02/01/2020,08/22/2020,MA,Diabetes,Diabetes,E10-E14,Not stated,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,MA,Diabetes,Diabetes,E10-E14,All ages,648,
08/23/2020,02/01/2020,08/22/2020,MA,Obesity,Obesity,E65-E68,0-24,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,MA,Obesity,Obesity,E65-E68,25-34,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,MA,Obesity,Obesity,E65-E68,35-44,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,MA,Obesity,Obesity,E65-E68,45-54,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,MA,Obesity,Obesity,E65-E68,55-64,25,
08/23/2020,02/01/2020,08/22/2020,MA,Obesity,Obesity,E65-E68,65-74,26,
08/23/2020,02/01/2020,08/22/2020,MA,Obesity,Obesity,E65-E68,75-84,13,
08/23/2020,02/01/2020,08/22/2020,MA,Obesity,Obesity,E65-E68,85+,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,MA,Obesity,Obesity,E65-E68,Not stated,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,MA,Obesity,Obesity,E65-E68,All ages,87,
08/23/2020,02/01/2020,08/22/2020,MA,Alzheimer disease,Alzheimer disease,G30,0-24,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,MA,Alzheimer disease,Alzheimer disease,G30,25-34,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,MA,Alzheimer disease,Alzheimer disease,G30,35-44,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,MA,Alzheimer disease,Alzheimer disease,G30,45-54,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,MA,Alzheimer disease,Alzheimer disease,G30,55-64,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,MA,Alzheimer disease,Alzheimer disease,G30,65-74,20,
08/23/2020,02/01/2020,08/22/2020,MA,Alzheimer disease,Alzheimer disease,G30,75-84,78,
08/23/2020,02/01/2020,08/22/2020,MA,Alzheimer disease,Alzheimer disease,G30,85+,184,
08/23/2020,02/01/2020,08/22/2020,MA,Alzheimer disease,Alzheimer disease,G30,Not stated,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,MA,Alzheimer disease,Alzheimer disease,G30,All ages,288,
08/23/2020,02/01/2020,08/22/2020,MA,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",0-24,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,MA,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",25-34,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,MA,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",35-44,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,MA,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",45-54,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,MA,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",55-64,22,
08/23/2020,02/01/2020,08/22/2020,MA,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",65-74,118,
08/23/2020,02/01/2020,08/22/2020,MA,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",75-84,399,
08/23/2020,02/01/2020,08/22/2020,MA,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",85+,"1,090",
08/23/2020,02/01/2020,08/22/2020,MA,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",Not stated,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,MA,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All ages,"1,632",
08/23/2020,02/01/2020,08/22/2020,MA,Renal failure,Renal failure,N17-N19,0-24,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,MA,Renal failure,Renal failure,N17-N19,25-34,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,MA,Renal failure,Renal failure,N17-N19,35-44,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,MA,Renal failure,Renal failure,N17-N19,45-54,21,
08/23/2020,02/01/2020,08/22/2020,MA,Renal failure,Renal failure,N17-N19,55-64,68,
08/23/2020,02/01/2020,08/22/2020,MA,Renal failure,Renal failure,N17-N19,65-74,152,
08/23/2020,02/01/2020,08/22/2020,MA,Renal failure,Renal failure,N17-N19,75-84,213,
08/23/2020,02/01/2020,08/22/2020,MA,Renal failure,Renal failure,N17-N19,85+,268,
08/23/2020,02/01/2020,08/22/2020,MA,Renal failure,Renal failure,N17-N19,Not stated,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,MA,Renal failure,Renal failure,N17-N19,All ages,729,
08/23/2020,02/01/2020,08/22/2020,MA,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",0-24,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,MA,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",25-34,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,MA,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",35-44,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,MA,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",45-54,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,MA,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",55-64,42,
08/23/2020,02/01/2020,08/22/2020,MA,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",65-74,48,
08/23/2020,02/01/2020,08/22/2020,MA,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",75-84,60,
08/23/2020,02/01/2020,08/22/2020,MA,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",85+,114,
08/23/2020,02/01/2020,08/22/2020,MA,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",Not stated,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,MA,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All ages,280,
08/23/2020,02/01/2020,08/22/2020,MA,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",0-24,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,MA,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",25-34,15,
08/23/2020,02/01/2020,08/22/2020,MA,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",35-44,37,
08/23/2020,02/01/2020,08/22/2020,MA,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",45-54,103,
08/23/2020,02/01/2020,08/22/2020,MA,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",55-64,346,
08/23/2020,02/01/2020,08/22/2020,MA,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",65-74,733,
08/23/2020,02/01/2020,08/22/2020,MA,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",75-84,"1,080",
08/23/2020,02/01/2020,08/22/2020,MA,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",85+,"1,489",
08/23/2020,02/01/2020,08/22/2020,MA,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",Not stated,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,MA,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All ages,"3,804",
08/23/2020,02/01/2020,08/22/2020,MA,Coronavirus Disease 2019,COVID-19,U071,0-24,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,MA,Coronavirus Disease 2019,COVID-19,U071,25-34,19,
08/23/2020,02/01/2020,08/22/2020,MA,Coronavirus Disease 2019,COVID-19,U071,35-44,43,
08/23/2020,02/01/2020,08/22/2020,MA,Coronavirus Disease 2019,COVID-19,U071,45-54,159,
08/23/2020,02/01/2020,08/22/2020,MA,Coronavirus Disease 2019,COVID-19,U071,55-64,532,
08/23/2020,02/01/2020,08/22/2020,MA,Coronavirus Disease 2019,COVID-19,U071,65-74,"1,207",
08/23/2020,02/01/2020,08/22/2020,MA,Coronavirus Disease 2019,COVID-19,U071,75-84,"2,163",
08/23/2020,02/01/2020,08/22/2020,MA,Coronavirus Disease 2019,COVID-19,U071,85+,"3,753",
08/23/2020,02/01/2020,08/22/2020,MA,Coronavirus Disease 2019,COVID-19,U071,Not stated,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,MA,Coronavirus Disease 2019,COVID-19,U071,All ages,"7,882",
08/23/2020,02/01/2020,08/22/2020,MD,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,MD,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,15,
08/23/2020,02/01/2020,08/22/2020,MD,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,24,
08/23/2020,02/01/2020,08/22/2020,MD,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,74,
08/23/2020,02/01/2020,08/22/2020,MD,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,171,
08/23/2020,02/01/2020,08/22/2020,MD,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,291,
08/23/2020,02/01/2020,08/22/2020,MD,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,376,
08/23/2020,02/01/2020,08/22/2020,MD,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,387,
08/23/2020,02/01/2020,08/22/2020,MD,Respiratory diseases,Influenza and pneumonia,J09-J18,Not stated,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,MD,Respiratory diseases,Influenza and pneumonia,J09-J18,All ages,"1,341",
08/23/2020,02/01/2020,08/22/2020,MD,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,MD,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,MD,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,35-44,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,MD,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,45-54,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,MD,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,49,
08/23/2020,02/01/2020,08/22/2020,MD,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,83,
08/23/2020,02/01/2020,08/22/2020,MD,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,120,
08/23/2020,02/01/2020,08/22/2020,MD,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,102,
08/23/2020,02/01/2020,08/22/2020,MD,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,Not stated,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,MD,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All ages,363,
08/23/2020,02/01/2020,08/22/2020,MD,Respiratory diseases,Adult respiratory distress syndrome,J80,0-24,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,MD,Respiratory diseases,Adult respiratory distress syndrome,J80,25-34,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,MD,Respiratory diseases,Adult respiratory distress syndrome,J80,35-44,10,
08/23/2020,02/01/2020,08/22/2020,MD,Respiratory diseases,Adult respiratory distress syndrome,J80,45-54,30,
08/23/2020,02/01/2020,08/22/2020,MD,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,90,
08/23/2020,02/01/2020,08/22/2020,MD,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,125,
08/23/2020,02/01/2020,08/22/2020,MD,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,90,
08/23/2020,02/01/2020,08/22/2020,MD,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,66,
08/23/2020,02/01/2020,08/22/2020,MD,Respiratory diseases,Adult respiratory distress syndrome,J80,Not stated,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,MD,Respiratory diseases,Adult respiratory distress syndrome,J80,All ages,419,
08/23/2020,02/01/2020,08/22/2020,MD,Respiratory diseases,Respiratory failure,J96,0-24,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,MD,Respiratory diseases,Respiratory failure,J96,25-34,,Counts less than 10 suppressed.
08/23/2020,02/01/2020,08/22/2020,MD,Respiratory diseases,Respiratory failure,J96,35-44,22,
08/23/2020,02/01/2020,08/22/2020,MD,Respiratory diseases,Respiratory failure,J96,45-54,57,
08/23/2020,02/01/2020,08/22/2020,MD,Respiratory diseases,Respiratory failure,J96,55-64,129,
08/23/2020,02/01/2020,08/22/2020,MD,Respiratory diseases,Respiratory failure,J96,65-74,201,
08/23/2020,02/01/2020,08/22/2020,MD,Respiratory diseases,Respiratory failure,J96,75-84,268,
08/23/2020,02/01/2020,08/22/2020,MD,Respiratory diseases,Respiratory failure,J96,85+,206,
